Word,Article,Plural
aanvoertroepen,De,aanvoertroepen
aanwensel,Het,aanwensels
aanvoelingsvermogen,Het,aanvoelingsvermogens
aanvangsuur,Het,aanvangsuren
aanvangsfase,De,aanvangsfasen
aanzoek,Het,aanzoeken
aanvalsvak,Het,aanvalsvakken
aanvoerster,De,aanvoersters
aanwervingexamen,Het,aanwervingexamens
aanvoerweg,De,aanvoerwegen
aanzien,Het,
aanvangssalaris,Het,aanvangssalarissen
aanwezigenlijst,De,aanwezigenlijsten
aanvoer,De,aanvoeren
aanvraagdossier,Het,aanvraagdossiers
aanvangspunt,Het,aanvangspunten
aanwezigheidsdienst,De,aanwezigheidsdiensten
aanvangsrit,De,aanvangsritten
aanwervingsstop,De,aanwervingsstops
aanvangshoogte,De,aanvangshoogten/aanvangshoogtes
aanvangswedstrijd,De,aanvangswedstrijden
aanvoerderschap,Het,aanvoerderschappen
aanvangstijd,De,aanvangstijden
aanvliegmethode,De,aanvliegmethodes
aanvraagprocedure,De,aanvraagprocedures
aanzetstuk,Het,aanzetstukken
aanwijzingsbord,Het,aanwijzingsborden
aanvangsdatum,De,aanvangsdata
aanwijsstok,De,aanwijsstokken
aanzicht,Het,aanzichten
aanwending,De,aanwendingen
aanvraag,De,aanvragen
aanzetting,De,aanzettingen
aanwezigheid,De,aanwezigheden
aanvechting,De,aanvechtingen
aanwerving,De,aanwervingen
aanvalspoging,De,aanvalspogingen
aanvalsspel,Het,aanvalsspelen
aanwezige,De,aanwezigen
aanvangssnelheid,De,aanvangssnelheden
aanwijzingsbesluit,Het,aanwijzingsbesluiten
aanvliegtijd,De,aanvliegtijden
aanvoerdersband,De,aanvoerdersbanden
aanwas,De,aanwassen
aanvalsstrategie,De,aanvalsstrategieën
aanwijsplaats,De,aanwijsplaatsen
aanvullingsregeling,De,aanvullingsregelingen
aardbeientaart,De,aardbeientaarten
aardappelgratin,De,aardappelgratins
aardappelschiller,De,aardappelschillers
aardappelkroket,De,aardappelkroketten
aard,De,
aardbeiensmaak,De,aardbeiensmaken
aardbevingsgordel,De,aardbevingsgordels
aardappelbloem,De,
aapje,Het,aapjes
aardappelboer,De,aardappelboeren
aardappelsoep,De,aardappelsoepen
aardappelzetmeelconcern,Het,aardappelzetmeelconcerns
aardbeienmousse,De,aardbeienmousses
aardappelveld,Het,aardappelvelden
aardbeitaart,De,aardbeitaarten
aardbeismaak,De,aardbeismaken
aardappel,De,aardappels
aardbeienijs,Het,
aardbewoner,De,aardbewoners
aardappelmeelfabriek,De,aardappelmeelfabrieken
aarder,De,aarders
aardappelgerecht,Het,aardappelgerechten
aardappelproduct,Het,aardappelproducten
aardbeiensaus,De,aardbeiensauzen
aardas,De,aardassen
aardappelindustrie,De,aardappelindustrieën
aardappelbeweging,De,
aardbrand,De,aardbranden
aardappeleter,De,aardappeleters
aardetint,De,aardetinten
aardappelspecialist,De,aardappelspecialisten
aardappelschil,De,aardappelschillen
aardeconferentie,De,aardeconferenties
aardappelmes,Het,aardappelmessen
aardbeienjam,De,aardbeienjams
aardbeving,De,aardbevingen
aardappelsoort,De,aardappelsoorten
aardappelziekte,De,aardappelziektes
aardeweg,De,aardewegen
aardewerk,Het,aardewerken
aardehuis,Het,aardehuizen
aardebaan,De,aardebanen
aardappelteelt,De,
aardappelzetmeel,Het,
aardbevingsramp,De,aardbevingsrampen
aardbeiengelei,De,aardbeiengeleien
aardappelloof,Het,
aardappeltortilla,De,aardappeltortilla&#039;s
aardappelteler,De,aardappeltelers
aardappelkever,De,aardappelkevers
aardbeiplant,De,aardbeiplanten
aardbeienconfituur,De,aardbeienconfituren
aardappelgeweer,Het,aardappelgeweren
aardbaan,De,aardbanen
aardewerkindustrie,De,aardewerkindustrieën
aardbeienplant,De,aardbeienplanten
aardappelschijfje,Het,aardappelschijfjes
aardewerkfabrikant,De,aardewerkfabrikanten
aardappelmesje,Het,aardappelmesjes
aardbevingsschade,De,aardbevingsschaden/aardbevingsschades
aardappelmeel,Het,
aardappelsalade,De,aardappelsalades
aardelektrode,De,aardelektrodes
aardappelprijs,De,aardappelprijzen
aardappelschilmes,Het,aardappelschilmessen
aardappelcupcake,De,aardappelcupcakes
aardbol,De,aardbollen
aardbeienbed,Het,aardbeienbedden
aardappelras,Het,aardappelrassen
aardatmosfeer,De,aardatmosferen
aapachtige,De,aapachtigen
aardbeiencoulis,De,
aardeekhoorn,De,aardeekhoorns
aardekrabber,De,aardekrabbers
aardamandel,De,aardamandels
aardbezie,De,aardbeziën
aardeling,De,aardelingen
aardappelland,Het,aardappellanden
aardbeienpluk,De,
aardakkerslak,De,aardakkerslakken
aardbeienteelt,De,
aardbeiboom,De,aardbeibomen
aardappelkanon,Het,aardappelkanonnen
aarde,De,aardes
aardbei,De,aardbeien
aardbevingsdiplomatie,De,
aapmens,De,aapmensen
aardappelpuree,De,aardappelpurees
aardappelzetmeelverwerker,De,aardappelzetmeelverwerkers
aardbodem,De,aardbodems
aar,De,aren
aardappelmoeheid,De,
aardewerkfabriek,De,aardewerkfabrieken
aardappelplant,De,aardappelplanten
aardappelcampagne,De,aardappelcampagnes
aardaker,De,aardakers
aardbevingsgolf,De,aardbevingsgolven
aardappelzak,De,aardappelzakken
aardappeloogst,De,aardappeloogsten
aardbevingsgebied,Het,aardbevingsgebieden
aardscheerder,De,aardscheerders
aardgaswet,De,aardgaswetten
aardgasinkomsten,De,aardgasinkomsten
aardpeer,De,aardperen
aardgastankinstallatie,De,aardgastankinstallaties
aardkrekel,De,aardkrekels
aardgaskachel,De,aardgaskachels
aardgasprijs,De,aardgasprijzen
aardplaat,De,aardplaten
aardgasmotor,De,aardgasmotors
aardgasauto,De,aardgasauto&#039;s
aardgordel,De,aardgordels
aardgasstation,Het,aardgasstations
aardgasveld,Het,aardgasvelden
aardgasvulstation,Het,aardgasvulstations
aardgasbuffer,De,aardgasbuffers
aardoppervlakte,De,aardoppervlaktes
aardkloot,De,aardkloten
aardman,De,aardmannen
aardlekschakelaar,De,aardlekschakelaars
aardigheid,De,aardigheden
aardhommel,De,aardhommels
aardkluit,De,aardkluiten
aardoppervlak,Het,aardoppervlakken
aardgasbaten,De,aardgasbaten
aardklem,De,aardklemmen
aardgasexport,De,aardgasexporten
aardgasverbruik,Het,
aardrijkskundeleraar,De,aardrijkskundeleraren
aardrijkskundige,De,aardrijkskundigen
aardgasproject,Het,aardgasprojecten
aardrijkskundeles,De,aardrijkskundelessen
aardlaag,De,aardlagen
aardplooi,De,aardplooien
aardkunde,De,
aarding,De,aardingen
aardschok,De,aardschokken
aardrijkskunde,De,
aardpek,De/Het,aardpekken
aardgaswinst,De,aardgaswinsten
aardkromming,De,aardkrommingen
aardmeetkunde,De,
aardolie-industrie,De,aardolie-industrieën
aardgasvondst,De,aardgasvondsten
aardgeest,De,aardgeesten
aardglobe,De,aardgloben
aardgasreserve,De,aardgasreserves
aardoliesector,De,aardoliesectors
aardobservatie,De,aardobservaties
aardgasbus,De,aardgasbussen
aardgasvoorraad,De,aardgasvoorraden
aardgastanker,De,aardgastankers
aardkundige,De,aardkundigen
aardklont,De,aardklonten
aardolie,De,aardolies
aardmassa,De,aardmassa&#039;s
aardrijkskundelerares,De,aardrijkskundeleraressen
aardgasfonds,Het,aardgasfondsen
aardmuis,De,aardmuizen
aardgasnet,Het,aardgasnetten
aardrotatie,De,aardrotaties
aardschaduw,De,aardschaduwen
aardmagnetisme,Het,
aardgasleiding,De,aardgasleidingen
aardgasvraag,De,aardgasvragen
aardgasmarkt,De,aardgasmarkten
aardnoot,De,aardnoten
aardmeting,De,aardmetingen
aardgaspomp,De,aardgaspompen
aardgasbel,De,aardgasbellen
aardrijkskundeboek,Het,aardrijkskundeboeken
aardgastaxi,De,aardgastaxi&#039;s
aardgasterminal,De,aardgasterminals
aardingslus,De,aardingslussen
aardrijk,Het,aardrijken
aardgasrotonde,De,aardgasrotondes
aardgasproductie,De,
aardkrokodil,De,aardkrokodillen
aardmagneetveld,Het,aardmagneetvelden
aardkern,De,aardkernen
aardgasafzet,De,aardgasafzetten
aardrol,De,aardrollen
aardgastank,De,aardgastanks
aardleiding,De,aardleidingen
aardgaswinning,De,aardgaswinningen
aardmantel,De,aardmantels
aardmannetje,Het,aardmannetjes
aardgasboring,De,aardgasboringen
aardolieproduct,Het,aardolieproducten
aardrijkskundedocent,De,aardrijkskundedocenten
aardgasgeld,Het,aardgasgelden
aardgasopbrengst,De,aardgasopbrengsten
aardgeschiedenis,De,aardgeschiedenissen
aardnootolie,De,aardnootolies
aardgas,Het,aardgassen
aardnotenolie,De,aardnotenolies
aardkorst,De,aardkorsten
aardoliemaatschappij,De,aardoliemaatschappijen
aardpool,De,aardpolen
aardgasbatenfonds,Het,aardgasbatenfondsen
abc,Het,abc&#039;s
aasvogel,De,aasvogels
abdicatie,De,abdicaties
aarlense,De,Aarlensen
aartsketter,De,aartsketters
aartsengel,De,aartsengelen
aaseter,De,aaseters
aarschotse,De,Aarschotsen
aardvarken,Het,aardvarkens
abc-boek,Het,abc-boeken
aartsschurk,De,aartsschurken
aardvlo,De,aardvlooien
aasdomsrecht,Het,aasdomsrechten
aasvlieg,De,aasvliegen
aartsvijand,De,aartsvijanden
abbe,De,abbés
aartsvader,De,aartsvaderen
aardschol,De,aardschollen
aardveil,Het,
aarsvin,De,aarsvinnen
abdijbier,Het,abdijbieren
aartsbedrieger,De,aartsbedriegers
abaja,De,abaja&#039;s
aardverbinding,De,aardverbindingen
abb,De,
abacus,De,abaci
abcoudenaar,De,Abcoudenaren/Abcoudenaars
aaskever,De,aaskevers
aartspriester,De,aartspriesters
abat-jour,De/Het,abat-jours
abattoir,Het,abattoirs
abcoudse,De,Abcoudsen
aardwater,Het,
aarzelaar,De,aarzelaars
aartsbisschop,De,aartsbisschoppen
abdijhoeve,De,abdijhoeven
aassoort,De,aassoorten
aartsluiaard,De,aartsluiaards
aardwolf,De,aardwolven
aaszak,De,aaszakken
abbreviatie,De,abbreviaties
aardsheid,De,aardsheden
aardstraal,De,aardstralen
aartshertogdom,Het,aartshertogdommen
aarschottenaar,De,Aarschottenaars
aardwerk,Het,aardwerken
aardwetenschap,De,aardwetenschappen
aardworm,De,aardwormen
abandonnement,Het,abandonnementen
aarsdarm,De,aarsdarmen
aasvis,De,aasvissen
aardslak,De,aardslakken
aat,De,
aartsrivale,De,aartsrivales
abandonware,De,
aartshertogin,De,aartshertoginnen
aarzeling,De,aarzelingen
aardspin,De,aardspinnen
aartsrivaal,De,aartsrivalen
aasgier,De,aasgieren
aartsmoeder,De,aartsmoeders
aartsbooswicht,De,aartsbooswichten
aartsdeugniet,De,aartsdeugnieten
aasgierfonds,Het,aasgierfondsen
abacadabra,Het,
aarsgewei,Het,aarsgeweien
aartsdiaken,De,aartsdiakenen
aardstroom,De,aardstromen
aardschudding,De,aardschuddingen
aarsopening,De,aarsopeningen
abdijgebouw,Het,abdijgebouwen
aartsdiocees,Het,aartsdiocesen
aartsconservatief,De,aartsconservatieven
aardwarmte,De,
aasje,Het,aasjes
aartsbisdom,Het,aartsbisdommen
abdijcomplex,Het,abdijcomplexen
aartshertog,De,aartshertogen
aartsleugenaar,De,aartsleugenaars
aars,De,aarzen
aasdier,Het,aasdieren
aardstraling,De,aardstralingen
aba,De,aba&#039;s
abces,Het,abcessen
aartshuichelaar,De,aartshuichelaars
aardverschuiving,De,aardverschuivingen
aardstralenkast,De,aardstralenkasten
aardwinde,De,aardwindes
abactis,De,abactissen
aas,Het,azen
aardschors,De,aardschorsen
aardvrucht,De,aardvruchten
aartsoptimist,De,aartsoptimisten
abdij,De,abdijen
aartsdonker,Het,
aarlenaar,De,Aarlenaren/Aarlenaars
aarsgat,Het,aarsgaten
aardwetenschapper,De,aardwetenschappers
abandon,Het,
abrikozensaus,De,abrikozensausen
abortuscontainer,De,abortuscontainers
absintdrinkster,De,absintdrinksters
abonneetelevisie,De,
ablatie,De,ablaties
abo,Het,abo&#039;s
absentie,De,absenties
abonneekanaal,Het,abonneekanalen
absence,De,absences
abraham,De,abrahams
abortuskwestie,De,abortuskwesties
absintolie,De,absintolies
abrikozenjam,De,abrikozenjams
abortuswet,De,abortuswetten
abortusboot,De,abortusboten
abondance,De,abondances
abonnementsysteem,Het,abonnementsystemen
abdomen,Het,abdomens
ablutie,De,ablutiën
abonnee-tv,De,
abortuspil,De,abortuspillen
abortusverbod,Het,abortusverboden
abonneeservice,De,abonneeservices
abracadabra,Het,
abortuswetgeving,De,abortuswetgevingen
abonnementskosten,De,abonnementskosten
abos,Het,
abongrakoekje,Het,abongrakoekjes
abortusschip,Het,abortusschepen
abdijsiroop,De,abdijsiropen
abortusdebat,Het,abortusdebatten
abdijwijngaard,De,abdijwijngaarden
absentielijst,De,absentielijsten
abonnementkosten,De,abonnementkosten
abrikozenconfituur,De,abrikozenconfituren
aboma,De,aboma&#039;s
abortusmedicijn,Het,abortusmedicijnen
absintdrinker,De,absintdrinkers
abortuskliniek,De,abortusklinieken
abolitionisme,Het,
absintisme,Het,
abortusvraagstuk,Het,abortusvraagstukken
abortustoerisme,Het,
abri,De,abri&#039;s
absenteisme,Het,
aberratie,De,aberraties
abolitie,De,abolities
abolitionist,De,abolitionisten
absenten,De,absenten
abortus,De,abortussen
abonnementenbestand,Het,abonnementenbestanden
abortustoerist,De,abortustoeristen
abonneetaxi,De,abonneetaxi&#039;s
abessijn,De,abessijnen
abside,De,absides
abonnementskaart,De,abonnementskaarten
absentieoverzicht,Het,absentieoverzichten
aboriginal,De,Aboriginals
abrikoos,De,abrikozen
abonnent,De,abonnenten
abonnement,Het,abonnementen
abortuspraktijk,De,abortuspraktijken
abdijyoga,De,
abscis,De,abscissen
abelenlaan,De,abelenlanen
abonnementsvorm,De,abonnementsvormen
abonnementsprijs,De,abonnementsprijzen
abductie,De,abducties
abseiler,De,abseilers
abonnering,De,abonneringen
abonnementstarief,Het,abonnementstarieven
absintalsem,De,
abdijkerk,De,abdijkerken
abominatie,De,abominaties
abrikozengelei,De,abrikozengeleien
aborteur,De,aborteurs
abonnee,De,abonnees
abrikozenpit,De,abrikozenpitten
ablaut,De,ablauten
abeel,De,abelen
abonnementhouder,De,abonnementhouders
abonneenummer,Het,abonneenummers
abongrazaad,Het,abongrazaden
abortuspilbehandeling,De,abortuspilbehandelingen
abortuscijfer,Het,abortuscijfers
abnormaliteit,De,abnormaliteiten
abonneezender,De,abonneezenders
abrikozenboom,De,abrikozenbomen
abdijsite,De,abdijsites
absentenlijst,De,absentenlijsten
abortusarts,De,abortusartsen
abonnementsgeld,Het,abonnementsgelden
absint,De/Het,
abdis,De,abdissen
abiturient,De,abituriënten
abortusregeling,De,abortusregelingen
abrasie,De,
abonneebestand,Het,abonneebestanden
ablatief,De,ablatieven
abonnementsfraude,De,abonnementsfraudes
absoute,De,absouten
academiestudent,De,academiestudenten
academicusbelasting,De,academicusbelastingen
accent-aigu,Het,accent aigu&#039;s
accentvers,Het,accentverzen
academietijd,De,academietijden
acceptatietoespraak,De,acceptatietoespraken
absurdist,De,absurdisten
abuis,Het,abuizen
accent,Het,accenten
academisering,De,academiseringen
absolutisme,Het,
abstractievermogen,Het,abstractievermogens
acceptkrediet,Het,acceptkredieten
acceptatierede,De,aceptatieredes
accessit,Het,accessits
academie,De,academies
acajou-inkleuring,De,acajou-inkleuringen
accentverschuiving,De,accentverschuivingen
acceleratie,De,acceleraties
accentteken,Het,accenttekens
acadeem,De,academen
academiehoogleraar,De,academiehoogleraars
acceptgiro,De,acceptgiro&#039;s
abstractum,Het,abstracta
abstractieniveau,Het,abstractieniveaus
accentverschil,Het,accentverschillen
acacia,De,acacia&#039;s
acc,De,
absolutie,De,
acceptatie,De,acceptaties
acceptatiestop,De,acceptatiestops
academiejaar,Het,academiejaren
acaciahout,Het,
academicus,De,academici
accijnskantoor,Het,accijnskantoren
absorptievermogen,Het,absorptievermogens
accijnszegel,De,accijnszegels
accijns,De,accijnzen
accent-grave,Het,accents graves
acceptatiebeleid,Het,
accident,Het,accidenten
academielid,Het,academieleden
absurdisme,Het,absurdismen
abundantie,De,abundanties
accept,Het,accepten
absorbens,Het,absorbentia
accentuering,De,accentueringen
accessoire,Het,accessoires
acanthus,De,acanthussen
academieopleiding,De,academieopleidingen
absorptie,De,
absoluutheid,De,
accijnsdrama,Het,accijnsdrama&#039;s
absurdie,Het,
abstractiegraad,De,abstractiegraden
acaipalm,De,açaipalmen
accelerator,De,accelerators
acanthusblad,Het,acanthusblaren
acceptatiegraad,De,acceptatiegraden
academica,De,academica&#039;s
acceptant,De,acceptanten
abstrahering,De,
accelerometer,De,accelerometers
acceleratievermogen,Het,acceleratievermogens
abstractie,De,abstracties
acajou,Het,
academisme,Het,
accessoria,De,accessoria
accentverlegging,De,accentverleggingen
absurditeit,De,absurditeiten
acceptgirokaart,De,acceptgirokaarten
acaciahoning,De,acaciahoningen
absorptiespectrum,Het,absorptiespectra
accijnsverhoging,De,accijnsverhogingen
abt,De,abten
accentuatie,De,accentuaties
academiegebouw,Het,academiegebouwen
absolutist,De,absolutisten
accijnstoerisme,Het,
acceptor,De,acceptoren
acceptatieomgeving,De,acceptatieomgevingen
accijnsverlaging,De,accijnsverlagingen
accent-circonflexe,Het,accents circonflexes
accijnstoerist,De,accijnstoeristen
acces,Het,accessen
abstinentie,De,abstinenties
academiestad,De,academiesteden
acceleratiemoment,Het,acceleratiemomenten
acajouboom,De,acajoubomen
acceptatieredevoering,De,acceptatieredevoeringen
acceptatieplicht,De,acceptatieplichten
academieassistent,De,academieassistenten
abvv,De,
absorptielijn,De,absorptielijnen
acad,De,
abstinentieverschijnsel,Het,abstinentieverschijnselen
absurdistan,Het,
acceleratiepomp,De,acceleratiepompen
abu,De,
achillespeesbreuk,De,achillespeesbreuken
ace,De,aces
accountantsfirma,De,accountantsfirma&#039;s
accountantsonderzoek,Het,accountantsonderzoeken
accreditatieproces,Het,accreditatieprocessen
accountantsverklaring,De,accountantsverklaringen
accordeoneffect,Het,accordeoneffecten
accountantsorganisatie,De,accountantsorganisaties
accordering,De,accorderingen
accordeonhypotheek,De,accordeonhypotheken
achillespeesblessure,De,achillespeesblessuren
accolade,De,accolades
accreditatiestelsel,Het,accreditatiestelsels
accountantsgroep,De,accountantsgroepen
accuklem,De,accuklemmen
accordeondeur,De,accordeondeuren
acetaat,Het,acetaten
accuplaat,De,accuplaten
acclamatie,De,acclamaties
accommodist,De,accommodisten
accreditering,De,accrediteringen
accuraatheid,De,accuraatheden
acculturatieproces,Het,acculturatieprocessen
accreditief,Het,accreditieven
acetylsalicylzuur,Het,
achtbaaneconomie,De,achtbaaneconomieën
accordeonwedstrijd,De,accordeonwedstrijden
accordatie,De,accordaties
accordeon,De/Het,accordeons
accountant,De,accountants
accountantscontrole,De,accountantscontroles
accres,Het,accressen
accountancy,De,
achtbaan,De,achtbanen
accompagnement,Het,
accountafdeling,De,accountafdelingen
accordeoniste,De,accordeonistes
accommodatiefonds,Het,accommodatiefondsen
acht-tot-achtproject,Het,acht-tot-achtprojecten
accumulatie,De,accumulaties
accountantsrapport,Het,accountantsrapporten
accountnaam,De,accountnamen
achilleshiel,De,achilleshielen
accordeonfabrikant,De,accordeonfabrikanten
accountantsdienst,De,accountantsdiensten
accountancykantoor,Het,accountancykantoren
accu,De,accu&#039;s
achtbaancursus,De,achtbaancursussen
accommodatiecommissie,De,accommodatiecommissies
accounting,De,
account,De/Het,accounts
accreditatie,De,accreditaties
accuratesse,De,
accumulator,De,accumulatoren
accommodatie,De,accommodaties
accuoplader,De,accuopladers
accountantskantoor,Het,accountantskantoren
accordeonfile,De,accordeonfiles
accreditatiekader,Het,accreditatiekaders
acclimatisering,De,acclimatiseringen
accubak,De,accubakken
achtbaanrit,De,achtbaanritten
accordeur,De,accordeurs
accountmanagement,Het,
accuboormachine,De,accuboormachines
acht-tot-achtvoorziening,De,acht-tot-achtvoorzieningen
accountant-administratieconsulent,De,accountant-administratieconsulenten
acetyleen,Het,acetylenen
accretie,De,accreties
accreditatieraad,De,accreditatieraden
accountmanager,De,accountmanagers
acculturatie,De,acculturaties
accusatief,De,accusatieven
accountgegevens,De,accountgegevens
accuzuur,Het,accuzuren
accountantsbureau,Het,accountantsbureaus
acetylcholine,De,
acht,De,achten
accubatterij,De,accubatterijen
accommodatievermogen,Het,accommodatievermogens
achromatopsie,De,
acetyleengas,Het,acetyleengassen
acculaadstation,Het,acculaadstations
accreditatieorgaan,Het,accreditatieorganen
accordeonmuziek,De,
accudag,De,accudagen
acht-meibeweging,De,
acculader,De,acculaders
accountability,De,
achromasie,De,
accordeonist,De,accordeonisten
accountdirector,De,accountdirectors
accountantsmaatschap,De,accountantsmaatschappen
achtcilinder,De,achtcilinders
acclimatisatie,De,
accommodatiebeleid,Het,
accueil,De,accueils
accuhulp,De,accuhulpen
achillespees,De,achillespezen
aceton,De/Het,acetons
achterdeur,De,achterdeuren
achtergrondruis,De,
achterhesp,De,achterhespen
achtergrondstraling,De,achtergrondstralingen
achterbanweek,De,achterbanweken
achtergrondzangeres,De,achtergrondzangeressen
achterdenken,Het,
achterkamer,De,achterkamers
achterhandsbeen,Het,achterhandsbeenderen
achterham,De,achterhammen
achtergronddanser,De,achtergronddansers
achtergedeelte,Het,achtergedeeltes
achtergrondartikel,Het,achtergrondartikelen
achtergeblevene,De,achtergeblevenen
